Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
Frango inteiro sem pele(cozido),,Porção,100
Frango inteiro sem pele(cozido),,Colher de Arroz,40
Frango inteiro sem pele(cozido),,Colher de Sopa,20
Frango inteiro sem pele(cozido),,Concha,80
Frango inteiro sem pele(cozido),,Asa,40
Frango inteiro sem pele(cozido),,Peito,180
Frango inteiro sem pele(cozido),,Coxa,55
Frango inteiro sem pele(cozido),,Sobrecoxa,65
Frango inteiro sem pele(cozido),,Costela,60
Frango inteiro sem pele(cozido),,Pescoço,10
"Frango, asa, com pele, crua",,File,100
"Frango, asa, com pele, crua",,Bife,100
"Frango, asa, com pele, crua",,Pedaço,55
"Frango, asa, com pele, crua",,Porção,100
"Frango, asa, com pele, crua",,Colher de Arroz,40
"Frango, asa, com pele, crua",,Colher de Sopa,20
"Frango, asa, com pele, crua",,Concha,80
"Frango, asa, com pele, crua",,Asa,40
"Frango, asa, com pele, crua",,Peito,180
"Frango, asa, com pele, crua",,Coxa,55
"Frango, asa, com pele, crua",,Sobrecoxa,65
"Frango, asa, com pele, crua",,Costela,60
"Frango, asa, com pele, crua",,Pescoço,10
"Frango, caipira, inteiro, com pele, cozido",,File,100
"Frango, caipira, inteiro, com pele, cozido",,Bife,100
"Frango, caipira, inteiro, com pele, cozido",,Pedaço,55
"Frango, caipira, inteiro, com pele, cozido",,Porção,100
"Frango, caipira, inteiro, com pele, cozido",,Colher de Arroz,40
"Frango, caipira, inteiro, com pele, cozido",,Colher de Sopa,20
"Frango, caipira, inteiro, com pele, cozido",,Concha,80
"Frango, caipira, inteiro, com pele, cozido",,Asa,40
"Frango, caipira, inteiro, com pele, cozido",,Peito,180
"Frango, caipira, inteiro, com pele, cozido",,Coxa,55
"Frango, caipira, inteiro, com pele, cozido",,Sobrecoxa,65
"Frango, caipira, inteiro, com pele, cozido",,Costela,60
"Frango, caipira, inteiro, com pele, cozido",,Pescoço,10
"Frango, caipira, inteiro, sem pele, cozido",,File,100
"Frango, caipira, inteiro, sem pele, cozido",,Bife,100
"Frango, caipira, inteiro, sem pele, cozido",,Pedaço,55
"Frango, caipira, inteiro, sem pele, cozido",,Porção,100
"Frango, caipira, inteiro, sem pele, cozido",,Colher de Arroz,40
"Frango, caipira, inteiro, sem pele, cozido",,Colher de Sopa,20
"Frango, caipira, inteiro, sem pele, cozido",,Concha,80
"Frango, caipira, inteiro, sem pele, cozido",,Asa,40
"Frango, caipira, inteiro, sem pele, cozido",,Peito,180
"Frango, caipira, inteiro, sem pele, cozido",,Coxa,55
"Frango, caipira, inteiro, sem pele, cozido",,Sobrecoxa,65
"Frango, caipira, inteiro, sem pele, cozido",,Costela,60
"Frango, caipira, inteiro, sem pele, cozido",,Pescoço,10
"Frango, coxa, com pele, assada",,Coxa,55
"Frango, coxa, com pele, crua",,Coxa,55
"Frango, coxa, sem pele, cozida",,Coxa,55
"Frango, coxa, sem pele, crua",,Coxa,55
"Frango, fígado, cru",,File,100
"Frango, fígado, cru",,Bife,100
"Frango, fígado, cru",,Pedaço,55
"Frango, fígado, cru",,Porção,100
"Frango, fígado, cru",,Colher de Arroz,40
"Frango, fígado, cru",,Colher de Sopa,20
"Frango, fígado, cru",,Concha,80
"Frango, filé, à milanesa",,File,100
"Frango, filé, à milanesa",,Bife,100
"Frango, filé, à milanesa",,Pedaço,55
"Frango, filé, à milanesa",,Porção,100
"Frango, filé, à milanesa",,Colher de Arroz,40
"Frango, filé, à milanesa",,Colher de Sopa,20
"Frango, filé, à milanesa",,Concha,80
"Frango, inteiro, com pele, cru",,File,100
"Frango, inteiro, com pele, cru",,Bife,100
"Frango, inteiro, com pele, cru",,Pedaço,55
"Frango, inteiro, com pele, cru",,Porção,100
"Frango, inteiro, com pele, cru",,Colher de Arroz,40
"Frango, inteiro, com pele, cru",,Colher de Sopa,20
"Frango, inteiro, com pele, cru",,Concha,80
"Frango, inteiro, com pele, cru",,Asa,40
"Frango, inteiro, com pele, cru",,Peito,180
"Frango, inteiro, com pele, cru",,Coxa,55
"Frango, inteiro, com pele, cru",,Sobrecoxa,65
"Frango, inteiro, com pele, cru",,Costela,60
"Frango, inteiro, com pele, cru",,Pescoço,10
"Frango, inteiro, sem pele, assado",,File,100
"Frango, inteiro, sem pele, assado",,Bife,100
"Frango, inteiro, sem pele, assado",,Pedaço,55
"Frango, inteiro, sem pele, assado",,Porção,100
"Frango, inteiro, sem pele, assado",,Colher de Arroz,40
"Frango, inteiro, sem pele, assado",,Colher de Sopa,20
"Frango, inteiro, sem pele, assado",,Concha,80
"Frango, inteiro, sem pele, assado",,Asa,40
"Frango, inteiro, sem pele, assado",,Peito,180
"Frango, inteiro, sem pele, assado",,Coxa,55
"Frango, inteiro, sem pele, assado",,Sobrecoxa,65
"Frango, inteiro, sem pele, assado",,Costela,60
"Frango, inteiro, sem pele, assado",,Pescoço,10
"Frango, inteiro, sem pele, cozido",,File,100
"Frango, inteiro, sem pele, cozido",,Bife,100
"Frango, inteiro, sem pele, cozido",,Pedaço,55
"Frango, inteiro, sem pele, cozido",,Porção,100
"Frango, inteiro, sem pele, cozido",,Colher de Arroz,40
"Frango, inteiro, sem pele, cozido",,Colher de Sopa,20
"Frango, inteiro, sem pele, cozido",,Concha,80
"Frango, inteiro, sem pele, cozido",,Asa,40
"Frango, inteiro, sem pele, cozido",,Peito,180
"Frango, inteiro, sem pele, cozido",,Coxa,55
"Frango, inteiro, sem pele, cozido",,Sobrecoxa,65
"Frango, inteiro, sem pele, cozido",,Costela,60
"Frango, inteiro, sem pele, cozido",,Pescoço,10
"Frango, inteiro, sem pele, cru",,File,100
"Frango, inteiro, sem pele, cru",,Bife,100
"Frango, inteiro, sem pele, cru",,Pedaço,55
"Frango, inteiro, sem pele, cru",,Porção,100
"Frango, inteiro, sem pele, cru",,Colher de Arroz,40
"Frango, inteiro, sem pele, cru",,Colher de Sopa,20
"Frango, inteiro, sem pele, cru",,Concha,80
"Frango, inteiro, sem pele, cru",,Asa,40
"Frango, inteiro, sem pele, cru",,Peito,180
"Frango, inteiro, sem pele, cru",,Coxa,55
"Frango, inteiro, sem pele, cru",,Sobrecoxa,65
"Frango, inteiro, sem pele, cru",,Costela,60
"Frango, inteiro, sem pele, cru",,Pescoço,10
"Frango, peito, com pele, assado",,File,100
"Frango, peito, com pele, assado",,Bife,100
"Frango, peito, com pele, assado",,Pedaço,55
"Frango, peito, com pele, assado",,Porção,100
"Frango, peito, com pele, assado",,Colher de Arroz,40
"Frango, peito, com pele, assado",,Colher de Sopa,20
"Frango, peito, com pele, assado",,Concha,80
"Frango, peito, com pele, assado",,Peito,180
"Frango, peito, com pele, cru",,File,100
"Frango, peito, com pele, cru",,Bife,100
"Frango, peito, com pele, cru",,Pedaço,55
"Frango, peito, com pele, cru",,Porção,100
"Frango, peito, com pele, cru",,Colher de Arroz,40
"Frango, peito, com pele, cru",,Colher de Sopa,20
"Frango, peito, com pele, cru",,Concha,80
"Frango, peito, com pele, cru",,Peito,180
"Frango, peito, sem pele, cozido",,File,100
"Frango, peito, sem pele, cozido",,Bife,100
"Frango, peito, sem pele, cozido",,Pedaço,55
"Frango, peito, sem pele, cozido",,Porção,100
"Frango, peito, sem pele, cozido",,Colher de Arroz,40
"Frango, peito, sem pele, cozido",,Colher de Sopa,20
"Frango, peito, sem pele, cozido",,Concha,80
"Frango, peito, sem pele, cozido",,Peito,180
"Frango, peito, sem pele, cru",,File,100
"Frango, peito, sem pele, cru",,Bife,100
"Frango, peito, sem pele, cru",,Pedaço,55
"Frango, peito, sem pele, cru",,Porção,100
"Frango, peito, sem pele, cru",,Colher de Arroz,40
"Frango, peito, sem pele, cru",,Colher de Sopa,20
"Frango, peito, sem pele, cru",,Concha,80
"Frango, peito, sem pele, cru",,Peito,180
"Frango, peito, sem pele, grelhado",,File,100
"Frango, peito, sem pele, grelhado",,Bife,100
"Frango, peito, sem pele, grelhado",,Pedaço,55
"Frango, peito, sem pele, grelhado",,Porção,100
"Frango, peito, sem pele, grelhado",,Colher de Arroz,40
"Frango, peito, sem pele, grelhado",,Colher de Sopa,20
"Frango, peito, sem pele, grelhado",,Concha,80
"Frango, peito, sem pele, grelhado",,Peito,180
"Frango, sobrecoxa, com pele, assada",,Sobrecoxa,65
"Frango, sobrecoxa, com pele, crua",,Sobrecoxa,65
"Frango, sobrecoxa, sem pele, assada",,Sobrecoxa,65
"Frango, sobrecoxa, sem pele, crua",,Sobrecoxa,65
Fubá,,Colher de Arroz,60
Fubá,,Colher de Sopa,35
Fubá,,Concha,150
Fuba de milho,FARINHAS/FÉCULAS/MASSAS,Colher de Arroz,60
Fuba de milho,FARINHAS/FÉCULAS/MASSAS,Colher de Sopa,35
Fuba de milho,FARINHAS/FÉCULAS/MASSAS,Concha,150
Fubá de milho escaldado,,Colher de Arroz,60
Fubá de milho escaldado,,Colher de Sopa,35
Fubá de milho escaldado,,Concha,150
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,File,100
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Bife,100
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Pedaço,55
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Porção,100
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Colher de Arroz,40
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Colher de Sopa,20
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Concha,80
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Asa,40
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Peito,180
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Coxa,55
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Sobrecoxa,65
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Costela,60
"Galinha de angola abatida, congelada ou viva assado(a)",AVES,Pescoço,10
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,File,100
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Bife,100
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Pedaço,55
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Porção,100
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Colher de Arroz,40
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Colher de Sopa,20
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Concha,80
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Asa,40
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Peito,180
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Coxa,55
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Sobrecoxa,65
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Costela,60
"Galinha de angola abatida, congelada ou viva cozido(a)",AVES,Pescoço,10
Galinha em pedaços  assado(a),AVES,File,100
Galinha em pedaços  assado(a),AVES,Bife,100
Galinha em pedaços  assado(a),AVES,Pedaço,55
Galinha em pedaços  assado(a),AVES,Porção,100
Galinha em pedaços  assado(a),AVES,Colher de Arroz,40
Galinha em pedaços  assado(a),AVES,Colher de Sopa,20
Galinha em pedaços  assado(a),AVES,Concha,80
Galinha em pedaços  assado(a),AVES,Asa,40
Galinha em pedaços  assado(a),AVES,Peito,180
Galinha em pedaços  assado(a),AVES,Coxa,55
Galinha em pedaços  assado(a),AVES,Sobrecoxa,65
Galinha em pedaços  assado(a),AVES,Costela,60
Galinha em pedaços  assado(a),AVES,Pescoço,10
Galinha em pedaços  cozido(a),AVES,File,100
Galinha em pedaços  cozido(a),AVES,Bife,100
Galinha em pedaços  cozido(a),AVES,Pedaço,55
Galinha em pedaços  cozido(a),AVES,Porção,100
Galinha em pedaços  cozido(a),AVES,Colher de Arroz,40
Galinha em pedaços  cozido(a),AVES,Colher de Sopa,20
Galinha em pedaços  cozido(a),AVES,Concha,80
Galinha em pedaços  cozido(a),AVES,Asa,40
Galinha em pedaços  cozido(a),AVES,Peito,180
Galinha em pedaços  cozido(a),AVES,Coxa,55
Galinha em pedaços  cozido(a),AVES,Sobrecoxa,65
Galinha em pedaços  cozido(a),AVES,Costela,60
Galinha em pedaços  cozido(a),AVES,Pescoço,10
Galinha em pedaços  empanado(a)/a milanesa,AVES,File,100
Galinha em pedaços  empanado(a)/a milanesa,AVES,Bife,100
Galinha em pedaços  empanado(a)/a milanesa,AVES,Pedaço,55
Galinha em pedaços  empanado(a)/a milanesa,AVES,Porção,100
Galinha em pedaços  empanado(a)/a milanesa,AVES,Colher de Arroz,40
Galinha em pedaços  empanado(a)/a milanesa,AVES,Colher de Sopa,20
Galinha em pedaços  empanado(a)/a milanesa,AVES,Concha,80
Galinha em pedaços  empanado(a)/a milanesa,AVES,Asa,40
Galinha em pedaços  empanado(a)/a milanesa,AVES,Peito,180
Galinha em pedaços  empanado(a)/a milanesa,AVES,Coxa,55
Galinha em pedaços  empanado(a)/a milanesa,AVES,Sobrecoxa,65
Galinha em pedaços  empanado(a)/a milanesa,AVES,Costela,60
Galinha em pedaços  empanado(a)/a milanesa,AVES,Pescoço,10
Galinha em pedaços  ensopado,AVES,File,100
Galinha em pedaços  ensopado,AVES,Bife,100
Galinha em pedaços  ensopado,AVES,Pedaço,55
Galinha em pedaços  ensopado,AVES,Porção,100
Galinha em pedaços  ensopado,AVES,Colher de Arroz,40
Galinha em pedaços  ensopado,AVES,Colher de Sopa,20
Galinha em pedaços  ensopado,AVES,Concha,80
Galinha em pedaços  ensopado,AVES,Asa,40
Galinha em pedaços  ensopado,AVES,Peito,180
Galinha em pedaços  ensopado,AVES,Coxa,55
Galinha em pedaços  ensopado,AVES,Sobrecoxa,65
Galinha em pedaços  ensopado,AVES,Costela,60
Galinha em pedaços  ensopado,AVES,Pescoço,10
Galinha em pedaços  frito(a),AVES,File,100
Galinha em pedaços  frito(a),AVES,Bife,100
Galinha em pedaços  frito(a),AVES,Pedaço,55
Galinha em pedaços  frito(a),AVES,Porção,100
Galinha em pedaços  frito(a),AVES,Colher de Arroz,40
Galinha em pedaços  frito(a),AVES,Colher de Sopa,20
Galinha em pedaços  frito(a),AVES,Concha,80
Galinha em pedaços  frito(a),AVES,Asa,40
Galinha em pedaços  frito(a),AVES,Peito,180
Galinha em pedaços  frito(a),AVES,Coxa,55
Galinha em pedaços  frito(a),AVES,Sobrecoxa,65
Galinha em pedaços  frito(a),AVES,Costela,60
Galinha em pedaços  frito(a),AVES,Pescoço,10
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,File,100
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Bife,100
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Pedaço,55
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Porção,100
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Colher de Arroz,40
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Colher de Sopa,20
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Concha,80
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Asa,40
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Peito,180
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Coxa,55
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Sobrecoxa,65
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Costela,60
Galinha em pedaços  grelhado(a)/brasa/churrasco,AVES,Pescoço,10
Galinha em pedaços  molho branco,AVES,File,100
Galinha em pedaços  molho branco,AVES,Bife,100
Galinha em pedaços  molho branco,AVES,Pedaço,55
Galinha em pedaços  molho branco,AVES,Porção,100
Galinha em pedaços  molho branco,AVES,Colher de Arroz,40
Galinha em pedaços  molho branco,AVES,Colher de Sopa,20
Galinha em pedaços  molho branco,AVES,Concha,80
Galinha em pedaços  molho branco,AVES,Asa,40
Galinha em pedaços  molho branco,AVES,Peito,180
Galinha em pedaços  molho branco,AVES,Coxa,55
Galinha em pedaços  molho branco,AVES,Sobrecoxa,65
Galinha em pedaços  molho branco,AVES,Costela,60
Galinha em pedaços  molho branco,AVES,Pescoço,10
Galinha em pedaços  molho vermelho,AVES,File,100
Galinha em pedaços  molho vermelho,AVES,Bife,100
Galinha em pedaços  molho vermelho,AVES,Pedaço,55
Galinha em pedaços  molho vermelho,AVES,Porção,100
Galinha em pedaços  molho vermelho,AVES,Colher de Arroz,40
Galinha em pedaços  molho vermelho,AVES,Colher de Sopa,20
Galinha em pedaços  molho vermelho,AVES,Concha,80
Galinha em pedaços  molho vermelho,AVES,Asa,40
Galinha em pedaços  molho vermelho,AVES,Peito,180
Galinha em pedaços  molho vermelho,AVES,Coxa,55
Galinha em pedaços  molho vermelho,AVES,Sobrecoxa,65
Galinha em pedaços  molho vermelho,AVES,Costela,60
Galinha em pedaços  molho vermelho,AVES,Pescoço,10
Galinha em pedaços  refogado(a),AVES,File,100
Galinha em pedaços  refogado(a),AVES,Bife,100
Galinha em pedaços  refogado(a),AVES,Pedaço,55
Galinha em pedaços  refogado(a),AVES,Porção,100
Galinha em pedaços  refogado(a),AVES,Colher de Arroz,40
Galinha em pedaços  refogado(a),AVES,Colher de Sopa,20
Galinha em pedaços  refogado(a),AVES,Concha,80
Galinha em pedaços  refogado(a),AVES,Asa,40
Galinha em pedaços  refogado(a),AVES,Peito,180
Galinha em pedaços  refogado(a),AVES,Coxa,55
Galinha em pedaços  refogado(a),AVES,Sobrecoxa,65
Galinha em pedaços  refogado(a),AVES,Costela,60
Galinha em pedaços  refogado(a),AVES,Pescoço,10
Galinhada,AVES,File,100
Galinhada,AVES,Bife,100
Galinhada,AVES,Pedaço,55
Galinhada,AVES,Porção,100
Galinhada,AVES,Colher de Arroz,40
Galinhada,AVES,Colher de Sopa,20
Galinhada,AVES,Concha,80
Galinhada,AVES,Asa,40
Galinhada,AVES,Peito,180
Galinhada,AVES,Coxa,55
Galinhada,AVES,Sobrecoxa,65
Galinhada,AVES,Costela,60
Galinhada,AVES,Pescoço,10
Gatorade de laranja -Pepsico®,,Unidade,500
Gatorade de limão - Pepsico®,,Unidade,500
Gelatina (qualquer sabor) -Royal®*,,Colher de Sopa,8
Gelatina de qualquer sabor,AÇUCARES/CONFEITARIA,Colher de Sopa,8
Gelatina de qualquer sabor light,AÇUCARES/CONFEITARIA,Colher de Sopa,8
Gelatina em pó sem sabor branca ou vermelha - Royale*,,Colher de Sopa,8
Gelatina limão - Royal®,,Colher de Sopa,8
Gelatina Zero (qualquer sabor) - Royale,,Colher de Sopa,8
"Gelatina, abacaxi, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Gelatina, abacaxi, pó p/, diet, ""Oetker""",,Colher de Sopa,8
"Gelatina, abacaxi, pó p/, diet, preparada,""Oetker""",,Colher de Sopa,8
"Gelatina, cereja, pó p/, ""Ducoco"" (TBCA)",,Colher de Sopa,8
"Gelatina, cereja, pó p/, ""Ducoco"" (TBCA)",,Colher de Sopa,8
"Gelatina, cereja, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, cereja, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Gelatina, cereja, pó p/, diet, ""Oetker""",,Colher de Sopa,8
"Gelatina, cereja, pó p/, diet, preparada, ""Oetker""",,Colher de Sopa,8
"Gelatina, framboesa, pó p/, ""Ducoco""",,Colher de Sopa,8
"Gelatina, framboesa, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, framboesa, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Gelatina, framboesa, pó p/, diet, ""Oetker""",,Colher de Sopa,8
"Gelatina, framboesa, pó p/, diet, preparada, ""Oetker""",,Colher de Sopa,8
"Gelatina, limão, pó p/, ""Ducoco""",,Colher de Sopa,8
"Gelatina, limão, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, limão, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Gelatina, limão, pó p/, diet, ""Oetker""",,Colher de Sopa,8
"Gelatina, limão, pó p/, diet, preparada, ""Oetker""",,Colher de Sopa,8
"Gelatina, maracujá, pó p/, ""Ducoco""",,Colher de Sopa,8
"Gelatina, morango, pó p/, ""Ducoco""",,Colher de Sopa,8
"Gelatina, morango, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, morango, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Gelatina, morango, pó p/, diet, ""Oetker""",,Colher de Sopa,8
"Gelatina, morango, pó p/, diet, preparada, ""Oetker""",,Colher de Sopa,8
"Gelatina, pêssego, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, pó p/, ""Ducoco"" (média diferentes sabores)",,Colher de Sopa,8
"Gelatina, pó p/, ""Oetker"" (média diferentes sabores)",,Colher de Sopa,8
"Gelatina, pó p/, (média diferentes sabores)",,Colher de Sopa,8
"Gelatina, pó p/, diet (média diferentes sabores)",,Colher de Sopa,8
"Gelatina, pó p/, diet, preparada (média diferentes sabores)",,Colher de Sopa,8
"Gelatina, pó, preparada, ""Oetker""",,Colher de Sopa,8
"Gelatina, sabores variados, pó",,Colher de Sopa,8
"Gelatina, tuti-fruti, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, uva, pó p/, ""Ducoco""",,Colher de Sopa,8
"Gelatina, uva, pó p/, ""Oetker""",,Colher de Sopa,8
"Gelatina, uva, pó p/, diet, ""Ducoco""",,Colher de Sopa,8
"Geléia , laranja, ""Ritter""",,Colher de Sopa,20
Geleia de morango - Ritter®,,Colher de Sopa,20
Geleia de morango compedaços - Ritter°,,Colher de Sopa,20
"Geléia, abacaxi, ""Ritter""",,Colher de Sopa,20
"Geléia, framboesa, ""Ritter""",,Colher de Sopa,20
"Geléia, goiaba, Ritter",,Colher de Sopa,20
