Descrição do Alimento,GRUPO,File,Bife,Fatia,Pedaço,Porção,Colher de Arroz,Colher de Sopa,Concha,Escumadeira,Colher de Chá,Colher de Café,Colher de Sobremesa,Copo Americano,Copo Médio,Copo Grande,Pegador,Pote,Prato Sobremesa,Prato Fundo,Prato Raso,Tigela,Xícara de Chá,Asa,Peito,Coxa,Sobrecoxa,Costela,Pescoço,Unidade,Unidade Pequena,Metade,Banda,Punhado,Garrafa 200ml,Caneca,Folha,Nova Medida 1,Nova Medida 2,Nova Medida 3,Nova Medida 4,Nova Medida 5,Nova Medida 6,Nova Medida 7,Nova Medida 8,Nova Medida 9,Nova Medida 10,Nova Medida 11,Nova Medida 12
Carambola (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carambola (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carambola, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carambola, in natura, Averrhoa carambola L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramelo (bala),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramelo de gome de liquirizia Dietorelle - Colavita Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranguejo (cozido),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranguejo (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranguejo ao vinagrete,PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranguejo assado(a),PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranguejo cozido(a),PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caranguejo, cozido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbolift 900G, 60Doses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbolift Box, 300G, 20Uni/15G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbolift Lata, 300G, 20Doses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbpro 4:1 Recovery - Citrus, 700G, 10Doses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carbpro 4:1 Recovery - Neutro, 700G, 10Doses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcaça de frango,,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carcaça de galinha ou frango assado(a),AVES,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carcaça de galinha ou frango cozido(a),AVES,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carcaça de galinha ou frango ensopado,AVES,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carcaça de galinha ou frango frito(a),AVES,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carcaça de galinha ou frango refogado(a),AVES,,,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Caribéu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carimba (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cariru,HORTALIÇAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  ao alho e oleo,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  ao vinagrete,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  molho branco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina  sopa,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina assada,,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina assada com castanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina com manteiga/oleo,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina em conserva,CONSERVAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina empanado(a)/a milanesa,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina gorda (crua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne bovina magra (crua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne caprina assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne caprina cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne caprina ensopado,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne caprina frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carne com batata, inhame, batata baroa ou aipim",ALIMENTOS PREPARADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carne com legumes (exceto batata, inhame e aipim)",ALIMENTOS PREPARADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne da paca assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne da paca cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne da paca frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de aves defumada,AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de bode  assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de bode  frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de bode  grelhado(a)/brasa/churrasco,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de bode cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de cabrito  assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de cabrito  cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de cabrito  grelhado(a)/brasa/churrasco,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de capivara assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de capivara cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de capivara frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de caprino cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de caprino cru(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de caprino frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de carneiro assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de carneiro cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de carneiro ensopado,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de carneiro frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de carneiro grelhado(a)/brasa/churrasco,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de charque refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de cotia assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de cotia cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de galinha,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  assado(a),AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  cozido(a),AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  cru(a),AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  empanado(a)/a milanesa,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  ensopado,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  frito(a),AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  grelhado(a)/brasa/churrasco,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  molho branco,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  molho vermelho,AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  refogado(a),AVES,100,100,,55,100,40,20,80,,,,,,,,,,,,,,,40,180,55,65,60,10,,,,,,,,,,,,,,,,,,,,
Carne de galinha  sopa,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de jabuti cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de jacare cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de jacare frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais cru(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais ensopado,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais grelhado(a)/brasa/churrasco,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais molho vermelho,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de outros animais refogado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de ovelha assado(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de ovelha cozido(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de ovelha frito(a),OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de ovelha grelhado(a)/brasa/churrasco,OUTRAS CARNES,,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de pato  assado(a),AVES,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de pato  cozido(a),AVES,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de pato  frito(a),AVES,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  com manteiga/oleo,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  empanado(a)/a milanesa,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  molho branco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de primeira  refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  ao alho e oleo,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  empanado(a)/a milanesa,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de segunda  refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de soja,LEGUMINOSAS,,80,,40,,48,24,48,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
Carne de sol assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de sol cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de sol cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de sol ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de sol frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne de sol grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne do sertão assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne do sertão cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne do sertão frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne marica bovina cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne marica bovina frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne marica bovina refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída  cru(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída (crua),,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída (refogada),,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída ao alho e oleo,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída empanado(a)/a milanesa,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída molho branco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne moída sopa,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne salgada não especificada refogado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca bovina (cozida),,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca bovina (crua),,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca ensopado,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carne seca frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
